horodatage;code_http;duree_ms;serveur
2026-09-17T15:50:09.718;000;2000;?
2026-09-17T15:50:11.944;000;2000;?
2026-09-17T15:50:13.013;000;2000;?
2026-09-17T15:50:15.239;000;2000;?
2026-09-17T15:50:16.307;000;2000;?
2026-09-17T15:50:18.534;000;2000;?
2026-09-17T15:50:19.605;000;2000;?
2026-09-17T15:50:21.830;000;2000;?
2026-09-17T15:50:22.898;000;2000;?
2026-09-17T15:50:25.126;000;2000;?
2026-09-17T15:50:26.194;000;2000;?
2026-09-17T15:50:28.421;000;2000;?
2026-09-17T15:50:29.488;000;2000;?
2026-09-17T15:50:31.716;000;2000;?
2026-09-17T15:50:32.784;000;2000;?
2026-09-17T15:50:35.010;000;2000;?
2026-09-17T15:50:36.079;000;2000;?
2026-09-17T15:50:38.306;000;2000;?
2026-09-17T15:50:39.374;000;2000;?
2026-09-17T15:50:41.601;000;2000;?
2026-09-17T15:50:42.667;000;2000;?
2026-09-17T15:47:02.420;200;5;web1
2026-09-17T15:47:02.654;200;5;web1
2026-09-17T15:47:02.898;200;11;web1
2026-09-17T15:46:58.409;200;5;web1
2026-09-17T15:46:58.643;200;8;web1
2026-09-17T15:46:58.880;200;6;web1
2026-09-17T15:46:56.775;200;5;web1
2026-09-17T15:46:57.007;200;5;web1
2026-09-17T15:46:57.238;200;5;web1
2026-09-17T15:46:55.138;200;5;web1
2026-09-17T15:46:55.370;200;5;web1
2026-09-17T15:46:55.602;200;5;web1
2026-09-17T15:46:54.198;200;6;web1
2026-09-17T15:46:54.431;200;6;web1
2026-09-17T15:46:54.661;200;5;web1
