horodatage;code_http;duree_ms;serveur
2026-09-18T15:58:52.237;200;8;web1
2026-09-18T15:58:52.291;200;8;web2
2026-09-18T15:58:52.349;200;7;web1
2026-09-18T15:58:52.394;200;14;web2
2026-09-18T15:58:52.449;200;12;web1
2026-09-18T15:58:52.505;200;7;web2
2026-09-18T15:58:52.550;200;15;web1
2026-09-18T15:58:52.603;200;16;web2
2026-09-18T15:58:52.647;200;6;web1
2026-09-18T15:58:52.699;200;13;web2
2026-09-18T15:58:52.745;200;14;web1
2026-09-18T15:58:52.801;200;7;web2
2026-09-18T15:58:52.856;200;5;web1
2026-09-18T15:58:52.899;200;10;web2
2026-09-18T15:58:52.955;200;15;web1
2026-09-18T15:58:53.016;200;6;web2
2026-09-18T15:58:53.060;200;6;web1
2026-09-18T15:58:53.116;200;16;web2
2026-09-18T15:58:53.167;200;6;web1
2026-09-18T15:58:53.224;200;10;web2
2026-09-18T15:58:53.281;200;7;web1
2026-09-18T15:58:53.325;200;11;web2
2026-09-18T15:58:53.377;200;11;web1
2026-09-18T15:58:53.421;200;7;web2
2026-09-18T15:58:53.473;200;15;web1
2026-09-18T15:58:53.519;200;12;web2
2026-09-18T15:58:53.580;200;19;web1
2026-09-18T15:58:53.639;200;18;web2
2026-09-18T15:58:53.699;200;17;web1
2026-09-18T15:58:53.758;200;11;web2
2026-09-18T15:58:53.821;200;16;web1
2026-09-18T15:58:53.879;200;17;web2
2026-09-18T15:58:53.942;200;13;web1
2026-09-18T15:58:54.004;200;17;web2
2026-09-18T15:58:54.062;200;16;web1
2026-09-18T15:58:54.121;200;14;web2
2026-09-18T15:58:54.182;200;7;web1
2026-09-18T15:58:54.241;200;6;web2
2026-09-18T15:58:54.291;200;7;web1
2026-09-18T15:58:54.345;200;16;web2
2026-09-18T15:58:54.396;200;7;web1
2026-09-18T15:58:54.450;200;8;web2
2026-09-18T15:58:54.508;200;7;web1
2026-09-18T15:58:54.557;200;8;web2
2026-09-18T15:58:54.613;200;10;web1
2026-09-18T15:58:54.669;200;5;web2
2026-09-18T15:58:54.716;200;14;web1
2026-09-18T15:58:54.771;200;8;web2
2026-09-18T15:58:54.830;200;12;web1
2026-09-18T15:58:54.877;200;7;web2
2026-09-18T15:58:54.933;200;9;web1
2026-09-18T15:58:54.992;200;7;web2
2026-09-18T15:58:55.042;200;7;web1
2026-09-18T15:58:55.097;200;17;web2
2026-09-18T15:58:55.158;200;7;web1
2026-09-18T15:58:55.210;200;7;web2
2026-09-18T15:58:55.272;200;17;web1
2026-09-18T15:58:55.344;200;25;web2
2026-09-18T15:58:55.416;200;8;web1
2026-09-18T15:58:55.489;200;22;web2
2026-09-18T15:58:55.557;200;23;web1
2026-09-18T15:58:55.622;200;21;web2
2026-09-18T15:58:55.676;200;10;web1
2026-09-18T15:58:55.740;200;6;web2
2026-09-18T15:58:55.804;200;7;web1
2026-09-18T15:58:55.861;200;12;web2
2026-09-18T15:58:55.902;200;6;web1
2026-09-18T15:58:55.951;200;15;web2
2026-09-18T15:58:55.995;200;10;web1
2026-09-18T15:58:56.044;200;15;web2
2026-09-18T15:58:56.084;200;14;web1
2026-09-18T15:58:56.136;200;6;web2
2026-09-18T15:58:56.175;200;14;web1
2026-09-18T15:58:56.217;200;8;web2
2026-09-18T15:58:56.270;200;15;web1
2026-09-18T15:58:56.320;200;8;web2
2026-09-18T15:58:56.364;200;6;web1
2026-09-18T15:58:56.408;200;8;web2
2026-09-18T15:58:56.460;200;10;web1
2026-09-18T15:58:56.505;200;7;web2
2026-09-18T15:58:56.556;200;9;web1
2026-09-18T15:58:56.600;200;7;web2
2026-09-18T15:58:56.655;200;7;web1
2026-09-18T15:58:56.701;200;6;web2
2026-09-18T15:58:56.752;200;15;web1
2026-09-18T15:58:56.793;200;7;web2
2026-09-18T15:58:56.847;200;16;web1
2026-09-18T15:58:56.901;200;7;web2
2026-09-18T15:58:56.955;200;12;web1
2026-09-18T15:58:57.001;200;6;web2
2026-09-18T15:58:57.053;200;8;web1
2026-09-18T15:58:57.096;200;7;web2
2026-09-18T15:58:57.149;200;14;web1
2026-09-18T15:58:57.195;200;7;web2
2026-09-18T15:58:57.245;200;15;web1
2026-09-18T15:58:57.290;200;10;web2
2026-09-18T15:58:57.352;200;11;web1
2026-09-18T15:58:57.413;000;2000;?
2026-09-18T15:58:57.469;000;2000;?
2026-09-18T15:58:57.523;000;2000;?
2026-09-18T15:58:57.564;000;2000;?
2026-09-18T15:58:57.617;000;2000;?
2026-09-18T15:58:57.659;000;2000;?
2026-09-18T15:58:57.718;000;2000;?
2026-09-18T15:58:57.768;000;2000;?
